userName;content;score;at;appVersion
Rangga Rahadzian;Good;5;05/12/2021 09:53;4.25.2
Feri Setyo Budi;Promonya semakin dikit kurasa;3;13/08/2022 12:15;4.38.2
arie wibowo;Kurang puas dl gopay later bebas di pake sekarang harus cm di 1 toko doank pdhl pembayaran tidak pernah telat makasih gopay Jawaban tidak berguna dari gopay later kalo bs diksh bintang kosong aja ini mah;1;18/11/2023 14:21;4.78.3
01.Adhelia putri Salsabilla;Maap aku kasih bintang 3 pelayanan nya buruk poll Mls banget;3;08/12/2022 02:53;4.53.1
Poda patar Michel;Aku barusan top up tapi saldo ya kok gak masuk ya sya kan jadi rugi;1;08/02/2022 01:06;4.36.1
Putri Kahendro;Fitur Gotix ny d hapus y minpdhl sy sering menggunakan ny;3;14/10/2023 15:46;4.77.1
Sri Mulyana;Lumyan;4;25/08/2022 14:09;4.49.2
Anna Didik;Good;5;10/11/2021 23:29;4.30.1
R45 Tv;Semoga lancar;5;16/11/2022 02:47;4.55.2
Muhammad Iky;Bgus;5;08/08/2022 11:26;4.48.1
Muhammad Napis;Susah bat dah tf;1;24/05/2022 07:03;4.43.3
Yes's channel;Cukup mantap pokonya go jek MH Meskipun kadang2 agak sedikit keberatan di ongkir y;3;11/03/2022 13:50;4.38.2
Istifada Nurul Hayati;Banyak membantu;5;05/11/2021 07:38;4.31.1
Raynaldi;Drivernya sering ngelawak Pesan makanan sj 1 jam;1;22/07/2022 04:53;4.47.1
Joko Widodo;Rating saya turunkan Semenjak gopay plus saya diturunkan jadi reguler Mau upgrade ga bisa bahkan sampai sekarang Ok sampai disini;1;30/11/2023 05:19;4.78.3
azzaky 5A;Poll keren;5;27/02/2022 15:45;4.34.1
Saga Mukminin;Best;5;17/01/2023 04:48;4.58.1
Rudet Ruwet;Goodjob;5;19/06/2022 07:19;4.45.1
Manusia & Kucing;Jangan BOSAN;5;11/10/2022 14:52;4.53.1
Ponijo Ponijan;Aplikasi jelekmasak vocer hilang sendiri;1;03/01/2022 06:20;4.34.1
Helmy Binti radius;Sangat membantu;5;02/07/2022 09:48;4.46.2
Badru TM;Berguna bagi masyarakat 62;5;21/06/2022 15:30;4.45.1
Wika Yunita;Baru mau coba karena aplikasi disebelah coba uninstall ;4;09/11/2023 23:56;4.76.2
naya nurfitriikawati;gojek sekarang ngadi2 udah kejadian 2 kali nih pakai gomart baru aja nih beli shampo 340ml harga 46rb di kasihnya yang 7021ml percuma ada laman laporan gak ada penyeleseainnya masa iya kudu kewarungnya sendiri lagi buat nuker tu barang percuma dong berarti ada gomart kalo akhirnya kudu ketokonya sendiri;1;27/09/2022 09:57;4.52.2
Jumi Asri;Enak ada ini kalau ada perlu mau keluar dan pesan makan saat gak bisa keluar;5;06/11/2022 11:04;4.54.2
Agnes Lesmiati;Tinggal pesan sampe dong jd gk capek;5;18/06/2022 08:24;4.45.1
Risky Hamdani;Sedikit kecewa pas ganti hp trus download lagi gojek nya tiba2 gopaylater langsung ke blokirdibekukan padahal sebelumnya ga ada masalah lantaran pas ganti hp aja langsung diblokir;4;04/08/2022 06:13;4.47.1
nop rizal;Gg bet jirr;5;15/02/2022 02:36;4.36.1
Lillyana Kusuma Dewi;New version  ribet;4;25/01/2023 02:38;4.59.1
Mansyur Achunk;Good;5;10/01/2022 09:30;4.31.1
Romy Juanda Sabta;harusnya mode hemat di pesanan gofood di ganti dengan mode sangat lambat;1;23/08/2023 12:46;4.72.1
Septrian HA;aneh;1;16/11/2021 16:28;4.32.1
Tri Wibowo Hardiansyah;Input nomer kontak penerima gosend selaiu harus manual ga bisa otomatis ambil di kontak Ngerepotin Mohon perbaiki;3;06/03/2022 04:32;4.38.2
Azka Azkiyan;Sangat membantu;5;08/03/2022 13:30;4.37.2
Zahra Viki;Aplikasi serba ada dan serba bisa ;5;08/06/2022 10:13;4.42.2
Vini Sakti;Lebih praktis dan nyaman;5;25/02/2022 03:07;4.37.2
Agung Jukonno;Bagaimana nasib akun gopay pelanggan yang diblokir dan tidak dapat diaktifkan kembali yang rata diblokir cuman karena aktivitas mencurigakan seperti gonta ganti devicebukan dibuat transaksi penipuan saldo yang berada di dalam bagaimana Apa pihak gopay bisa bertanggung jawab;1;09/11/2021 18:55;4.29.1
Kamil Udin;Oce bgt;5;08/01/2022 07:50;4.34.1
muheddypur;bagus;4;03/08/2022 03:54;4.40.1
Ellina Yuliarti;Untuk masalah Goride Gocar Gofood Gopay dan Mapcukup membantu yang jadi pertanyaan Kenapa saya bisa di ACC di Gopaylatercicilan tapi di GoPinjam tidak ACC pembayaran Gopaycicilan selalu bagus padahal;2;12/02/2023 22:00;4.60.1
Batam Kota;Biaya edit gak ngotak terlalu mahal cuma putar doang bisa nya naek smpe 20 RB gak msuk akal;1;27/07/2023 14:07;4.70.1
Supri Yadi;Sangat memuaskan;5;26/03/2022 04:27;4.25.2
Elin Herlina;Alhamdulilah aplikasi gojek ini sangat bermanfaat untuk seterusnya harus lebih baik lagi yah terima kasih karena dengan aplikasi gojek saya bisa pergi kemana dengan gocar atau goride dan bisa memesan makanan yang saya mau sekali lagi terima kasih untuk aplikasi gojek yah pertahankan lagi untuk kedepannya terima kasih ;5;25/02/2022 07:26;4.37.2
Adrian Pandur;Apik;5;14/11/2021 12:06;4.30.1
Yogi Sutrisno;Aplikasi terbaik ;5;31/07/2023 17:47;4.71.2
Dean Denael;Buruk;1;18/11/2021 18:19;4.31.1
Sasi Indrasih;Cepat dan memuaskan;5;02/08/2022 05:07;4.48.1
Noto Hadisiswoyo;Karawitan;5;23/04/2023 11:45;4.56.1
diana yuliana;sangat puas;5;20/02/2022 09:06;4.37.2
Thomas Dacosta;TOP MARKOTOP0;5;08/11/2021 21:30;4.31.1
Asep Gunawan;Sangat membantu aktivitas sehari hari;5;08/04/2022 17:17;4.37.2
N4NDO PoLii (aLdo);Memuaskan;4;07/11/2022 22:20;4.54.2
Alam Sudarno;Mantap;5;26/02/2022 21:42;4.35.1
Andika Yusuf Ibrahim;MAntap;5;19/11/2021 07:19;4.31.1
Miftahur Rohim;Nama saya gojek nama kamu siapa;5;13/03/2022 06:37;4.38.2
anto Bob marley CR;Good;5;31/03/2022 12:49;4.40.1
Gracia Al;Good job;5;03/03/2023 03:37;4.62.1
starla clarisa;Gofood paling ok;5;11/01/2023 07:01;4.58.1
Samran78 Samran;Ini aplikasi gojek kok smakin gk jelaskurang nyaman baru update kok mlah kesel;1;12/02/2022 15:16;4.36.1
Sofan Maskuri;Sangat membantu apabila bepergian keluar kota;5;24/11/2021 06:16;4.32.1
Zero Three;Sangat membantu ;5;05/04/2023 16:26;4.64.2
Deven Manuel Denny;Membantu sekali;5;24/12/2022 02:50;4.58.1
Indah Valencia;Ngejar promo murah banget;5;17/12/2021 10:51;4.33.1
Denzijun Redmi9t;Estimasi waktu sampai selalu tepat;5;06/10/2022 10:59;4.51.1
Dede A.R;Bagus;1;24/09/2022 23:23;4.52.2
Farida Milawaty;Good;5;18/03/2022 10:33;4.22.1
Mukhamad Jainur Kholis;tambahkan fitur vn di chat;2;08/08/2022 07:13;4.49.2
Azusa;Ga guna;1;19/12/2021 05:29;4.33.1
IkkyRifky;Biaya tambahan dan lain lain bikin ongkir tambah mahal;1;02/04/2023 14:00;4.64.2
Mohammad Ali;Mahal expensive;1;26/06/2023 17:41;4.69.1
Ahmad Mawalid;Pokok y puas deh and gampang banget pkek aplikasi ini ;5;25/09/2022 12:05;4.42.2
Giaa Hakim;Cocok banget buat yang males pergi cari makantinggal sekali ketuk di gojek makanan langsung nyampe;5;24/09/2023 04:29;4.75.1
Silvia Anggreani;Gopay later telat 1 hari denda ga masuk akal masa tagihan 50 rb denda 50 rb tnp konfirmasi terlebih dahuluKAPOKKK;1;02/01/2024 09:06;4.80.4
Feryan Prasetyo;Sangat membantu;5;15/11/2023 05:52;4.78.2
Shiwu Shi-wu (Shi-wu);Entah app nya atau HP infinix nya udah di updte malah minta update;4;30/07/2023 00:13;4.71.2
Jony hutagalung0;Not bad;3;26/12/2021 08:34;4.34.1
Yusuf amrillah;Kereennn;5;30/04/2022 19:15;4.42.2
Arie pratidhina;Mantap;5;02/08/2022 23:11;4.48.1
Suhendar hendar;Fast respon;4;20/12/2023 09:18;4.78.3
Nita Kimi;Dear gojek kenapa pk promo hemat tapi dapat driver jauh sekali kasihan driver ny customer jg menunggu lama;3;19/01/2023 04:04;4.59.1
Arip Muhtiar;Kece;5;01/07/2022 06:39;4.37.2
Faisal Azhari;Oke;5;09/02/2023 04:40;4.60.1
si cimot;Ga bs masuk Email sdh terdaftar pd hal belum daftar Dah males ribet sedang sy mau yg mudah Sorry sy hapus aplikasinya;1;24/01/2022 01:09;4.35.1
ekiryanda ekiryanda;mantap;5;08/11/2021 06:25;4.31.1
Aji moget;Maju terus gojek;5;27/07/2022 02:52;4.47.1
Benaya Vikyantra M;gabisa transfer udh berhari2 lapor juga tetep aja gabisa tuh;1;26/11/2021 12:12;4.16.1
Novi Dwiar;Mahal biayanya masih murah di shopee food;2;29/05/2022 04:43;4.43.3
Tavia Okta;Jarak 01KM biaya 18rb Gila bgt harganya;1;29/01/2023 02:44;4.56.1
dewa putu8808;Ok;5;10/07/2022 10:41;4.46.1
Muhamad Muchlis;Untuk kenyamanan dalam bepergian rekomendasi gopartner;5;31/01/2023 03:18;4.59.1
dencap capten;Mantap;5;23/11/2023 08:34;4.78.3
Sarifudin Didin;Aplikasi yang sangat bagus dan produk dalam negeri;5;27/12/2023 10:01;4.80.4
Juwita Prakarti;Ok ya;5;13/07/2023 03:51;4.69.3
Yan Komara;Nice;5;13/11/2022 04:02;4.55.2
Usep Suntara;Saya puas dengan layanan ini;4;19/07/2023 15:16;4.69.3
Muhammadalva Rizal;Gojek servernya lagi bermasalah mulu saya yg dlunya gk pernah kaya gini malah kesampaian hadeuuhhh perbaikin lagi dong ini gmna si saya mohon maaf ya izin mau uninstall aplikasi ini;1;24/02/2022 10:17;4.35.1
Listya Lili;Mantaaafffff;5;21/06/2023 13:27;4.68.1
Darmanila Arabil;Bagus;5;16/07/2023 07:29;4.68.1
Kristian Saiya;Gojek gocar gofood nya sangat membantu ;5;23/03/2022 04:26;4.39.2
Nasir Hidayat;Aplikasi gk jelas masa pin sudah benar tapi tetep slah tolong dong gojek di benar kan lagi;1;23/01/2023 10:41;4.59.1
Anita Erari;Lebih murah;5;08/12/2021 11:10;4.32.1
Muhammad Ibnu;Halo  nama saya ibnu;5;12/09/2022 23:13;4.50.1
Zidane Khalid;Okz;5;11/08/2022 22:21;4.48.1
Tomi Dolapaet;Kenapa fitur tarik tunai kok hilang sih padahal sering saya pake dan kapan kira kira menu itu kembali ya;3;14/04/2023 23:54;4.65.2
dede maesaroh;Sangat membantu;5;08/10/2022 05:38;4.53.1
Astri Rinaldi;Menolong banget;5;30/08/2023 05:48;4.70.1
Nani Endrawati;Bagus;4;04/05/2022 00:47;4.37.2
cover garoet;Mantap;5;23/01/2022 10:57;4.34.1
liana rokhanita;Mantabbbbbbbbb membantu dimasa krisis Cma klo gk kenceng sinyalnya susah masuk;5;30/11/2021 14:36;4.31.1
Paulus Halim;Sangat membantu;5;02/03/2022 07:38;4.30.1
Yoyok Suyoko;Membantu sekali dalam perjalanan;5;27/07/2022 09:06;4.47.1
Rizki Kurnia;Aplikator nya miskin jadi potongan komisi nya gede;1;13/08/2023 08:44;4.50.1
Ziyad Ridho;Gojek gaka jelss tiba tiba di balin gaka tukenapa pesana makan;5;16/05/2023 04:32;4.66.1
hamsa quo;Sebelum nya bintang 5sekarang promo makin ngacosudah otomatis perpanjangmalahan promo nya tidak bisa dipakaimaunya perpanjang otomatis terusberhenti berlangganan saja promo;1;12/11/2023 11:08;4.73.1
aziz purnama;Ga jelas Mau order makan aja di blokir mulu akun Kalo orang udh kelaperan gmn coba suruh nunggu pelaporan 1x25 jam Tiap mau order kudu laporan mulu Giliran laporan udh selesai coba order lagi di blokir lagi Ga jelas Pindah shopee;1;12/08/2022 13:35;4.44.1
Anas Basri;Sesuai estimasi;5;29/10/2022 03:03;4.54.2
Sahit Wahyu Budiman;Aplikasinya sering error buat bikin orderan saja dipersulit makanya banyak yang ganti aplikasi sebelah;1;06/10/2023 04:18;4.74.3
Al Ridho Zulkifli;Metode pembayaran gopay paylater sering tidak muncul ketika hendak transaksi padahal dulu tidak pernah seperti itu mohon diperbaiki;2;02/12/2023 01:16;4.26.1
Deni Azhadi;Pelanyanan ya mantap;5;05/11/2022 11:16;4.52.2
Yenny Halim;1001 pengalaman;5;26/04/2022 08:26;4.41.1
Anov Sunaryo;Bintang 5 kalau akun driver saya gacor lagi Jam online yg fleksibel tidak berlakukah;1;29/07/2023 11:27;4.40.1
Eki Anes Wijaya Wijaya;kok tarifnya makin hari naik terus sih tolong dong direvisi lagi makin lama uninstall juga nih;5;03/09/2022 03:57;4.47.1
Nurkholik Syahroni;Mkasih gojek  banyak sekali promonya ;5;28/12/2021 10:15;4.34.1
Gagan Sunandar;Bagus sihtapi gk bisa pilih motor atau mobil sesuai keinginan sendiri;4;05/02/2023 07:57;4.44.1
Priambodo Raden;Memudahkan akses kmana sajaada gopaylater juga disaat kita gak ada uang cashpertahankan kualitasnyq;5;19/01/2023 15:57;4.59.1
Sri Halimah;Apa apaan ini gojek kok ongkirnya semakin mahal Bukan nya mempermudah Kalau mahal sama aja bagus customer keluar beli sndiri Estimasi waktu nya juga kok makin lama Sebelumnya cepet;3;29/10/2023 05:56;4.77.1
dwi anggraini;Segitu dl nanti di review lg;3;05/12/2021 00:32;4.32.1
Joko Prasetyo;Setiap buka aplikasi slalu terclose sndiri di coba berulangkali tetep sama smp di uninstall jg tetep sm suka terclose sndiri pdahal sinyal WiFi kenceng gk ada kendala dan sblumnya gk prnh kejadian ky gini gmn bs mw di pake aplikasinya klo ky gini PAYAH ;1;15/09/2022 11:13;4.51.1
Odi Ripan;Tolong dong sistem nya d perbaikin lagi klo order goride tuh jgn yg jauh dapet driver nya orang yg deket aja banyak driver nya;2;02/02/2023 10:10;4.60.1
Doni Doni;Mantaapppp;5;13/02/2022 05:09;4.36.1
dewi arah;Nyaman bersama gojek;5;26/02/2022 13:54;4.34.1
Gilang Adrian;Semakin hari semakin buruk pelayanannya masa iya biaya bayar gofood nya ga ngotak sama sekali;1;20/02/2022 19:19;4.36.1
8A_29_M. RAFIQ SETIAWAN;sangat membantuu;5;17/08/2022 14:32;4.49.2
fitri gamawati;Bagus okee;4;28/11/2021 15:41;4.32.1
Suci Cahya;Ga ngerti cara pesan gojek ny bisa kan pake bahasa indonesia aplikasinya;1;29/12/2021 02:17;4.34.1
Iqbal Aleri;Ok;5;16/11/2023 21:33;4.78.3
zulkarnaen net;Tarif Gocarnya semakin gila murahan pakai sibiru meskipun pakai argo hampir setengahnya GoTo siap2 nyungsepp;1;02/07/2023 10:22;4.69.1
herna Simbolon;over all ok;5;04/09/2023 06:52;4.73.1
Lamhot Simbolon;Good;5;02/05/2022 12:21;4.32.1
Maria Yustinus;Bagus;5;27/11/2021 12:17;4.32.1
Novita chanel;Pagi2 udh eror aja ini aplikasi gmna si;1;25/11/2022 22:52;4.56.1
Rendy Rachmat;Ditingkatkan;5;06/11/2021 12:04;4.30.1
Shanaz Insyani;Semenjak di update kemarin kenapa ko setiap mau pake gopay later tiba2 tidak ada koneksi sih Aneh banget;1;04/05/2023 14:32;4.66.1
Kastia Dewi;praktis;5;14/09/2022 05:02;4.50.1
Fatimah Ima;Suka banget pelayanannya cepat;5;09/04/2022 23:44;4.40.1
Sa Nara;Lebih gampang;5;03/04/2022 12:03;4.36.1
muhammad syahroni;Mantap apk ini;5;10/11/2021 18:04;4.29.1
Kenza 1806;Good job;5;24/06/2022 10:48;4.46.1
Ahmad;Makin kesini makin tolol ngarahin rute ke pengantaran malah mutermuter gak jelas Kasian driver anda gak semua driver ngambil orderan di wilayah yg dia tau Saya nunggu 1 jam cuma karena pengarahan rute yg malah diputer2 lebih jauh IT gojek ganti aja kalo udah ga becus;1;08/10/2023 12:49;4.75.1
gresita pertiwi;Gak bisa di install nanti kalo bisa edit bintang 5;5;21/01/2024 11:30;4.81.1
CUPI13 MAULANA;Good;5;16/04/2023 13:10;4.65.2
Ni putu Arie utami pratiwi;Di saat perlu untuk go shop tidak satu pun menemukan driver Oelayanan sungguh tidak memuaskan;2;23/10/2022 12:23;4.45.1
halim iskandar;Aplikasi yg membantu setiap fungsi;5;26/05/2023 03:51;4.67.2
Abdul Basid;Good jon;5;10/08/2022 03:49;4.38.2
Bambang Darmawan;Ok nyaman;5;16/08/2023 00:17;4.72.1
Sumiati;Min Adain go GLAM lagi donkaku ex mitra goglam niih;5;24/08/2023 17:47;4.69.2
Hacktivist INDONESIA;Sudah toptapi saya bingungbulan kemarin ada tawaran gopaylaterskrg mau saya aktifkan kok hilang tawarannya;4;14/12/2021 23:12;4.34.1
Sapto kc;Haduhhh Dulu sering dapet voucerpromocashbackmisi Sekarang gak dapet 1 pun Malas lah pake aplikasi lagi Uninstal aja kali ya;1;20/03/2022 13:50;4.34.1
Tri Yulianto;Update teroosssssssskeselll aing;1;03/11/2022 12:24;4.54.2
Siti Nurlette;Mantap;5;01/08/2022 11:50;4.37.2
Lukman Syaifudin;Kecewa berat akun uda level juragan harusnya dpt reward tiap awal bulan knp 2bln kemarin gak dpt reward Dan alasanya akun tidak memenuhi syart padhal bln2 lalu selalu dpt reward voc 100 Uda komplain CS tp malah jwbnya gak memuaskan Jelas2 uda level juragan tp g dpt reward Payah gojek skrg;1;05/06/2022 05:10;4.44.1
bumi bagus;jos;4;28/03/2022 09:04;4.35.1
Ramadhani Akun;Baik;5;04/01/2022 09:00;4.34.1
Atilla Athaariq;good;5;06/08/2022 14:11;4.48.1
Hemawati Tirthani;Kadang kurng sopan terhadap konsumen;5;06/06/2022 11:07;4.44.1
Heri Juhairi;Ok punya anak bangsa gitu loohhh;5;30/01/2022 11:09;4.36.1
Dahlia Lia;Bagus baget;5;26/11/2021 01:38;4.27.2
Dhewi Fortuna;Pecuma ad apl in klo susah dapet driver Tolong di perbaharui agar gampng dpt driver;3;19/11/2021 20:34;4.32.1
Jasa tranportasi truk dan minibus;Siiiuuu;5;25/08/2022 02:18;4.46.1
Novithalia Mariam A.;Oke sip;5;21/01/2022 07:53;4.35.1
Joko Wiyono;Renpon cepat dan tepat gojek keren;5;25/03/2022 08:50;4.39.2
Elly Indawati;Sangat membantu sekali;5;15/12/2021 12:32;4.33.1
Faizal Erwin;Aplikasi kurang cepat dalam pemindahan dana dari gopay ke bank mandiri sudah ditransfer tapi belum masuk masuk;1;29/06/2023 16:24;4.69.2
Melisa Oke;Ketepatan waktu pengantaran tepat n cpt mksh ya;5;02/02/2022 01:57;4.36.1
RatnaDewi;Alhamdulillah sangat membantu;5;09/03/2023 06:41;4.62.2
Eko Budianto Nugroho (Ekoiglesias);Sangat Kecewa dengan Fitur TARIK TUNAI mau ambil skrg malah suruh nunggu 2hari duitnya diputerin dulu buat maen judi x ya;2;19/01/2023 11:08;4.59.1
gado gado id;Mahal Beda jauh harga di aplikasi dengan di tempat nya langsung hampir 45 naik nya klu d aplikasi;1;21/07/2022 11:24;4.47.1
adek saputra;Prifesional;5;30/05/2022 04:52;4.20.1
Rustam Firman;Mantap;5;06/12/2022 18:29;4.54.2
Dukun Hp;TOP;4;12/07/2022 17:34;4.47.1
Abdul Mukti (cekozec);Good;5;30/12/2021 07:09;4.34.1
Sugeng Widaryanto;Cepat akurat ;5;28/11/2022 15:29;4.54.2
りえ;mahal di ongkir dan biaya layanan untuk gofood ada promodiskon juga jadi percuma;5;06/10/2023 08:42;4.75.1
Yulia Agustina;saya sangat kecewa dengan aplikasi gojek dipalembang ini Drivernya gak sopan malah Marah2 sama saya Padahal sya customer harusnya di berlakukan dgn baik gakada senyum2 nya kayak muka gak seneng itu Cmn gara2 salah paham masalah alamat pengantaran dio nelpon saya kok nada bicara nya kasar kayak bentak2 saya baru Kali ini ketemu driver gojek Yang singing gak ramah malah Marah Kecewa dengan aplikasi ini;1;29/03/2022 05:43;4.35.1
Suwarto;Bintang 5;5;30/03/2022 08:41;4.22.1
Hengky Harianto;Good;5;08/01/2022 11:40;4.8.1
sumairoh leony;Bagus ok;5;17/01/2023 11:28;4.59.1
Abdul Rahman;Oke;5;23/12/2022 06:40;4.58.1
Abdul Asiz;Ini gosendnya bgaimana sih deket aja nyasar;1;16/02/2023 05:08;4.61.1
awan inspirations;Good;5;21/09/2023 05:25;4.74.3
Nelly Dw;Sikap dan tanggap;5;10/10/2023 12:06;4.76.2
Mustofa Jawa;Good;5;19/12/2022 06:05;4.57.1
Fachri Harun;Lama ngasih driver anj;1;07/12/2021 05:05;4.27.2
Ahmad Saepudin;Mantappppp;5;04/09/2022 05:52;4.50.1
Monang *;tgl tua saya terbantu diskon gopuddd;5;09/03/2022 20:07;4.35.1
Yusuke Kaze;ini gimana sih aplikasi loading terus diinstall ulang kok malah nggak bisa log in muter2 terus udah terlanjur top up nggak bisa dipakai jadinya;1;17/11/2021 00:22;4.31.1
Riska Faizah;Menyenangkan bersama gojekmemudahkan kita dalam bertransportasi;5;19/06/2022 00:09;4.45.1
maribet wibowo;Cepatbarang aman;5;13/04/2022 16:19;4.40.1
Visca;Keren;5;26/01/2022 01:10;4.35.1
Suparno Parno;Selalu tepat dan ramah2 drivernya;5;13/01/2022 23:16;4.35.1
FRANKY ZHU;Simple aman;5;02/03/2022 08:59;4.34.1
ngurah bintang1234;Kamu nanya;5;12/11/2022 12:41;4.44.1
Yully Indra;Cepat baik  aman ;5;10/07/2023 19:03;4.69.3
Petrus Rudi Cahyanto;Gojek memang top;5;01/01/2023 10:25;4.58.1
Irfan Ar;Suka banget ada aplikasi gojek;5;09/01/2022 12:01;4.34.1
Multitronika Services (Service Elektronik);Tolong kasih paket kuota gopay di Axis dong misal Rp 100 dpt 100 giga buat setahun kan lumayan bisa buat urgent kalo pulsa lg cekak;5;20/11/2021 16:26;4.31.1
Dwi Syahputra;PROMOSI SELALU TIDAK SESUAI DENGAN KBBI  DASAR MELECEHKAN BAHASA NEGARA INDONESIA ;1;10/01/2022 00:05;4.34.1
Riza Bish;Mantaaap aplikasi TOP;5;12/08/2023 00:05;4.72.1
rissa ramadhani;Sudah langganan dari dulu Gojek selalu di hati;5;27/08/2022 05:17;4.50.1
Zuli Ana;bagus;5;12/08/2022 05:24;4.35.1
Agus S_21;Sangat membantu lebih praktis dan simple;5;06/12/2023 04:30;4.78.3
Syah Zidan;maaf tolong kinerja aplikasinya diperbaiki secepatnya dari mulai maps dan ketika isi gopay di Alfa sudah masuk tapi tidak ada saldo di aplikasi;2;11/12/2022 13:12;4.56.1
Wati Lovita Afwanny;Mo ganti nomerku yg baru susahnyaaa Lgsung daftar baru emailnya udah kedaftar Ikutin prosesnya terkendala mulu di langkah ke 3 Help dong;1;17/12/2021 06:01;4.33.1
iroh;Aman;5;22/08/2022 02:19;4.49.2
Sandro Willi;Apaan sih ini gopay top up gak masuk masuk sedangkan saldo di bank sudah berkurangorang buruburu pembayaran di telpon malah tanggapannya malah nunggu 2 hari Lo tanggung jwab emangnya denda pembayaran saya Sumpah jadi trauma top up untuk pembayaran via gopay ;1;15/09/2022 02:55;4.52.1
Titi Jelau;Sangan membantu saya;5;28/08/2022 12:32;4.50.1
Abrar chesta Samadya;Susah dapet driver anj sampe basah kuyup;1;30/12/2023 12:28;4.80.4
Mahadi Nasrul;Kembalikan seperti dulu cashback gopay jangan pakai gopay point ribet cara menggunakannya dan tidak terlalu penting ujunga ke toko pedia harus membeli barang;1;26/10/2022 17:00;4.54.2
Mustya Abie;Aplikasi ini sngt membantuterimakasih gojeg;5;21/01/2022 12:18;4.32.1
Nur Aidin;Mantab;5;16/04/2022 21:22;4.39.2
Jeremy Edward;jangan isi lebihan saldonya pas order gomart hilang disedot susah komplainnya lagi bye saldo;1;12/03/2023 00:52;4.62.2
Mz Abjadhuruf;Memudahkan;5;16/05/2023 13:25;4.66.1
Davi Diva;Mantap jiwa;5;23/12/2021 13:54;4.34.1
Hery Sangkar;Bagus;5;22/01/2022 14:24;4.35.1
Safei Zakaria;GOFOOD TERALU MAHAL PROMO SEDIKIT BIAYA ADMIN TINGGI  Mending grabfood atau shopeefood lebih merakyat ;2;29/11/2022 02:30;4.56.1
Lampung Xtc;Lama bnr aplikasi lemot ngak kaya dlu lagi mau pesen mkn an aja lemot jaringan bagus  masuk menu mkn an aja kaya apa aja;1;09/04/2023 16:34;4.65.2
Azman Mansur;Nice good;5;02/04/2023 02:07;4.64.2
er i;Aplikasinnya dah bagus dan sangat membatu Kalo bisa di tambambahin fitur atur jalannyamaps soalnnya ada jalan yang deket tapi malah jadi jauh sayang banget gopaynya;5;30/05/2022 14:42;4.44.1
heriansyah heriansyah;Baik mantap;5;31/07/2022 18:22;4.48.1
Deden Sumantri;Bisa sangat membantu dan bermanfaat untuk semua;5;07/06/2023 06:40;4.46.2
Krisna Damayanti;Sangat membatu terimakasih gojek ;5;08/04/2022 07:41;4.40.1
Juki Ajjah;Terlalu sering gangguan jadi gak nyaman pakenyatolong tingkatkan lagi;5;05/04/2023 18:12;4.64.2
Danies PP;Mantap;5;11/06/2022 17:57;4.44.1
Wulan Noviyanti;Aku jarang pake gojek cuman pas lagi bepergian ke kota besar atau pesen go food pas lagi ga masak aja selama ini baik kok pelayanan n aplikasinya membantu bgt trimakasih gojek;4;07/03/2022 05:46;4.38.2
Murniati M;Kenapa gojek cuman ada di Padang aja kenapa tidak masuk ke wilayah lain di Sumatra barat;2;26/07/2022 19:53;4.47.1
ロニRONI;Hy GOJEK sy adalah customer royal di GO FOOD bahkan setiap harinya order makan siang dr GO FOOD jg minimal belanja 80 rb per harinya dan sy di kasih rating anak sultan oleh GO FOOD Krn sesering itu order makan Tapi utk 1 Minggu ini knp makanan yg sy order di setiap restoran sudah mahal alias promo yg di berikan sangat sedikit ya Jd agak nambah pengeluaran sy Utk setiap order mkn saran sy tolong utk di kembalian lagi ya promo2 seperti semula agar customer lain juga happy Thank you;5;12/03/2022 20:04;4.38.2
Wenty Nova;Lossssgkrewel;5;12/04/2022 05:29;4.36.1
Bertus Suryono;bagus;5;01/04/2022 05:55;4.40.1
Rahma Dhania;Okee;5;11/11/2021 02:07;4.31.1
Miyanto 89;Tingkatkan pelayanan ya;3;04/08/2022 10:40;4.39.2
Aang Rubiono;Joss Gojek pokoknya good;5;10/11/2021 03:04;4.31.1
Sarah Anatasya;Kepada goje tolong dong proses upgrade gopay plus nya jangan org disuruh nunggu tapi gak ad kepastian saldo saya wlpun gk besar tp saya perlu jd gak bisa apa apa nih saya andi apriyan tolong beri kepastian  Kalo tidak bisa  gimana cra nya say ambil uang ny wlpun kecil tp hak;2;19/01/2022 02:29;4.35.1
seicchi - god;Rank Bos;5;04/03/2022 05:09;4.34.1
Mei Lien;Good;5;05/07/2023 08:27;4.69.2
Anita Kusuma Wati;Okee;4;04/08/2022 22:51;4.43.1
FARID RAMDANI TV;Membantu;4;25/07/2022 14:29;4.47.1
Bagas Aldhi yanuar;Nungguin pesenana driver sampe 1 jam lamaaaaaaa;1;26/11/2023 11:43;4.78.3
Heru Prakoso;Memuaskan pengguna;5;30/08/2022 04:07;4.43.1
Adi Wijaya;Sering sepi driver Padahal resto buka Tolong di perbaiki;2;07/11/2021 12:40;4.31.1
Elfa Sari;Tepat waktu;5;05/03/2022 02:10;4.26.1
Perdana Mandiri;Mantap;5;09/12/2022 07:51;4.55.2
Moh Rois;Cukup baik;5;14/02/2022 17:23;4.37.1
rizky denni;Mempermudah saya dalam beraktivitas tapi kasih promo yang banyak lagi dong hehehe;5;17/07/2022 12:20;4.47.1
Rinaldy Saputra;Kepana sekarang susah dapet ordeean weh;2;12/01/2023 04:55;4.58.1
